TESTE_Desc,IDFICA,Subconjunto,Curso,Numero,Nome,EstadoMatricula,MOTIVO_ANULACAO,DATA_ANULACAO
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8224,490,A490,ANULADO,DESISTÊNCIA DE ESTUDO,17/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b3,8246,511,A511,ANULADO,DESISTÊNCIA DE ESTUDO,09/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b3,8200,520,A520,ANULADO,POR MOTIVOS PROFISSIONAIS,22/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b3,8293,702,A702,ANULADO,MUDANÇA DE CURSO DENTRO DA UA,25/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b3,8294,721,A721,ANULADO,MOTIVOS DE SAÚDE,05/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8280,764,A764,ANULADO,DESISTÊNCIA DE ESTUDO,03/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8265,788,A788,ANULADO,DESISTÊNCIA DE ESTUDO,29/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8269,791,A791,ANULADO,DESISTÊNCIA DE ESTUDO,17/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8292,814,A814,ANULADO,MOTIVOS DE SAÚDE,26/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2106,822,A822,ANULADO,DESISTÊNCIA DE ESTUDO,09/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2100,833,A833,ANULADO,DESISTÊNCIA DE ESTUDO,11/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2104,866,A866,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2105,882,A882,ANULADO,DESISTÊNCIA DE ESTUDO,09/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2105,903,A903,ANULADO,(DENTRO DA UA) - COLOCAÇÃO NA 2ª OU 3ª FASE DE CANDIDATURA,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2103,915,A915,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2105,925,A925,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2114,953,A953,ANULADO,DESISTÊNCIA DE ESTUDO,17/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2101,955,A955,ANULADO,(DENTRO DA UA) - COLOCAÇÃO NA 2ª OU 3ª FASE DE CANDIDATURA,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2115,992,A992,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2114,1011,A1011,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2104,1013,A1013,ANULADO,DESISTÊNCIA DE ESTUDO,09/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2101,1017,A1017,ANULADO,DESISTÊNCIA DE ESTUDO,09/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2113,1019,A1019,ANULADO,DESISTÊNCIA DE ESTUDO,09/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2101,1048,A1048,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2107,1050,A1050,ANULADO,DESISTÊNCIA DE ESTUDO,11/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2101,1053,A1053,ANULADO,POR MOTIVOS PROFISSIONAIS,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2105,1061,A1061,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8280,1089,A1089,ANULADO,POR MOTIVOS PROFISSIONAIS,03/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8289,1142,A1142,ANULADO,DESISTÊNCIA DE ESTUDO,17/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8293,1150,A1150,ANULADO,DESISTÊNCIA DE ESTUDO,17/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8305,1151,A1151,ANULADO,DESISTÊNCIA DE ESTUDO,17/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8908,1205,A1205,ANULADO,DESISTÊNCIA DE ESTUDO,05/12/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8293,1253,A1253,ANULADO,DESISTÊNCIA DE ESTUDO,17/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8292,1274,A1274,ANULADO,DESISTÊNCIA DE ESTUDO,03/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8306,1297,A1297,ANULADO,DESISTÊNCIA DE ESTUDO,17/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8290,1360,A1360,ANULADO,DESISTÊNCIA DE ESTUDO,09/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8905,1362,A1362,ANULADO,DESISTÊNCIA DE ESTUDO,09/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8289,1367,A1367,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8282,1410,A1410,ANULADO,DESISTÊNCIA DE ESTUDO,09/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8242,1516,A1516,ANULADO,DESISTÊNCIA DE ESTUDO,17/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8200,1547,A1547,ANULADO,RAZÕES FINANCEIRAS - (PROPINAS),16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8265,1615,A1615,ANULADO,DESISTÊNCIA DE ESTUDO,09/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8909,1641,A1641,ANULADO,DESISTÊNCIA DE ESTUDO,17/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8264,1760,A1760,ANULADO,DESISTÊNCIA DE ESTUDO,17/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8264,1762,A1762,ANULADO,DESISTÊNCIA DE ESTUDO,30/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8295,1853,A1853,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8204,2091,A2091,ANULADO,DESISTÊNCIA DE ESTUDO,09/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8295,2166,A2166,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8225,2343,A2343,ANULADO,DESISTÊNCIA DE ESTUDO,07/12/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8218,2419,A2419,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8224,2487,A2487,ANULADO,DESISTÊNCIA DE ESTUDO,01/02/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8236,2509,A2509,ANULADO,DESISTÊNCIA DE ESTUDO,17/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8301,2589,A2589,ANULADO,DESISTÊNCIA DE ESTUDO,07/12/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8244,2679,A2679,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8268,2707,A2707,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8201,2768,A2768,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8296,2770,A2770,ANULADO,MUDANÇA DE UNIVERSIDADE,30/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8268,2803,A2803,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8268,2844,A2844,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8909,2864,A2864,ANULADO,DESISTÊNCIA DE ESTUDO,28/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8906,2913,A2913,ANULADO,DESISTÊNCIA DE ESTUDO,17/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8270,2987,A2987,ANULADO,DESISTÊNCIA DE ESTUDO,13/12/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8200,2988,A2988,ANULADO,DESISTÊNCIA DE ESTUDO,26/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8251,3014,A3014,ANULADO,DESISTÊNCIA DE ESTUDO,15/12/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8296,3055,A3055,ANULADO,DESISTÊNCIA DE ESTUDO,16/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8294,3094,A3094,ANULADO,DESISTÊNCIA DE ESTUDO,09/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8301,3149,A3149,ANULADO,DESISTÊNCIA DE ESTUDO,28/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8300,3153,A3153,ANULADO,MOTIVOS DE SAÚDE,12/12/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2103,3183,A3183,ANULADO,DESISTÊNCIA DE ESTUDO,20/12/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b2,2103,3205,A3205,ANULADO,DESISTÊNCIA DE ESTUDO,09/01/2018
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8296,3238,A3238,ANULADO,DESISTÊNCIA DE ESTUDO,15/12/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8290,3250,A3250,ANULADO,DESISTÊNCIA DE ESTUDO,30/11/2017
ANULADOS - LAN01 - Lista de alunos anulados com respetivo motivo,48,b1,8289,3258,A3258,ANULADO,DESISTÊNCIA DE ESTUDO,30/11/2017
